-2.410139954816167318e+01,-5.476836143104803512e+01
-2.580792904509630503e+01,-4.680534379408437218e+01
-2.723765770110530227e+01,-3.837042470612844625e+01
-2.837650037410796600e+01,-2.955183516409352151e+01
-2.921375140313449847e+01,-2.044169949793531416e+01
-2.974208460832607059e+01,-1.113603537065159088e+01
-2.995758376004767243e+01,-1.734326581395127409e+00
-2.986012908990622350e+01,7.682099200571945730e+00
-2.944950916907318472e+01,1.702773431978456387e+01
-2.872777767487287193e+01,2.620878877427142939e+01
-2.770056956929701641e+01,3.513346558374827566e+01
-2.637710109900480049e+01,4.371196078961780529e+01
-2.477016979532275798e+01,5.185646345497002585e+01
-2.289615447424490924e+01,5.948115566458167081e+01
-2.077501523643266523e+01,6.650221252491662938e+01
-1.843029346721487371e+01,7.283780216412584707e+01
-1.588886240263022209e+01,7.840905773627157771e+01
-1.317528747835005554e+01,8.315795803682951259e+01
-1.031796481074390393e+01,8.701856055839532189e+01
-7.348092252556264192e+00,8.993116862143786250e+01
-4.297580550458685700e+00,9.185206768169324221e+01
-1.199053345049981401e+00,9.275352533016453549e+01
1.914152829143896284e+00,9.262379129312206771e+01
5.007988543669840809e+00,9.146709743210324461e+01
8.047691476147587508e+00,8.930365774391259492e+01
1.099778641026970583e+01,8.616966836062178459e+01
1.382481328222170447e+01,8.211317914754700098e+01
1.650211683965557796e+01,7.718156381232664387e+01
1.899986730422727632e+01,7.143430324457574443e+01
2.129088334594533194e+01,6.493814677098561106e+01
2.335106767668106187e+01,5.776658671121063549e+01
2.515940705016859624e+01,4.999985837786824305e+01
2.669797226200485341e+01,4.172494007653889270e+01
2.795191814964955412e+01,3.303555310576618353e+01
2.890948359242525356e+01,2.403216175705643920e+01
2.956287041995456022e+01,1.481131368526567904e+01
2.990692037195170982e+01,5.447473701616931230e+00
2.993617467866575410e+01,-3.969564473026952811e+00
2.964869648276657088e+01,-1.334925451942955732e+01
2.904621494181925456e+01,-2.260131190051923156e+01
2.813412522828406281e+01,-3.163571386139084396e+01
2.692148852951653382e+01,-4.036269942930380950e+01
2.542103204776729086e+01,-4.869276941368397615e+01
2.364914900018229815e+01,-5.653668640612183793e+01
2.162589861880262276e+01,-6.380547478037403408e+01
1.937187181439958295e+01,-7.042403974603966788e+01
1.690847951646529879e+01,-7.631679424663464317e+01
1.426169966257725541e+01,-8.140076295529134143e+01
1.145922609128378333e+01,-8.560662716143147577e+01
8.530464166241339186e+00,-8.887874946015918454e+01
5.506530776215086576e+00,-9.117517375226016441e+01
2.420254335078373842e+00,-9.246762524420230989e+01
-6.938252181870551150e-01,-9.274151044813534384e+01
-3.799456419490804038e+00,-9.199591718189095957e+01
-6.860943792356383852e+00,-9.024407671553242949e+01
-9.848297532547960031e+00,-8.751123697447204108e+01
-1.272753661785819901e+01,-8.382991879714676031e+01
-1.546662669230140708e+01,-7.924306156768041376e+01
-1.803606856864035990e+01,-7.380424296699403897e+01
-2.040889822838604317e+01,-6.757767897280621128e+01
-2.256068682179748563e+01,-6.063822385963361938e+01
-2.446954066788221027e+01,-5.307137019878981476e+01
-2.611610125439572627e+01,-4.497324885838674646e+01
-2.748356527926411630e+01,-3.644998120717337287e+01
-2.855879825133159500e+01,-2.758182789606233953e+01
